HourUTC,wind_speed [m/s],temperature [C],pressure [hPa],wind_direction [degress]
2022-01-12 18:00:00,6.6,6.0,1030.9,267.0
2022-01-12 19:00:00,6.8,6.1,1030.9,266.0
2022-01-12 20:00:00,7.8,6.3,1030.7,269.0
2022-01-12 21:00:00,8.2,6.2,1030.2,268.0
2022-01-12 22:00:00,7.9,6.1,1029.8,268.0
2022-01-12 23:00:00,7.9,6.3,1029.5,268.0
2022-01-13 00:00:00,9.4,6.3,1028.9,273.0
2022-01-13 01:00:00,9.9,6.5,1028.6,272.0
2022-01-13 02:00:00,9.1,6.7,1028.2,270.0
2022-01-13 03:00:00,8.5,6.8,1028.3,268.0
2022-01-13 04:00:00,8.6,7.0,1028.0,266.0
2022-01-13 05:00:00,8.3,7.0,1028.1,270.0
2022-01-13 06:00:00,7.7,7.2,1028.1,271.0
2022-01-13 07:00:00,8.5,7.0,1027.7,269.0
2022-01-13 08:00:00,8.2,7.0,1028.0,272.0
2022-01-13 09:00:00,8.6,7.4,1027.8,275.0
2022-01-13 10:00:00,8.6,7.6,1027.9,277.0
2022-01-13 11:00:00,8.5,7.9,1027.9,278.0
2022-01-13 12:00:00,8.6,8.1,1027.6,278.0
2022-01-13 13:00:00,7.8,7.8,1027.1,272.0
2022-01-13 14:00:00,8.8,7.7,1026.5,272.0
2022-01-13 15:00:00,9.5,7.4,1026.2,274.0
2022-01-13 16:00:00,9.0,7.1,1025.9,274.0
2022-01-13 17:00:00,10.0,7.0,1025.4,276.0
2022-01-13 18:00:00,9.2,6.4,1024.9,272.0
2022-01-13 19:00:00,10.0,6.5,1024.7,274.0
2022-01-13 20:00:00,10.7,6.9,1024.9,279.0
2022-01-13 21:00:00,11.0,7.5,1024.8,279.0
2022-01-13 22:00:00,9.3,7.3,1024.5,274.0
2022-01-13 23:00:00,9.1,7.4,1023.8,271.0
2022-01-14 00:00:00,10.0,7.5,1023.1,271.0
2022-01-14 01:00:00,10.3,7.5,1022.7,269.0
2022-01-14 02:00:00,10.1,7.4,1022.1,266.0
2022-01-14 03:00:00,10.5,7.5,1021.5,267.0
2022-01-14 04:00:00,10.7,7.4,1021.2,272.0
2022-01-14 05:00:00,9.1,7.8,1021.6,281.0
2022-01-14 06:00:00,9.3,8.0,1021.6,286.0
2022-01-14 07:00:00,10.3,7.7,1021.7,291.0
2022-01-14 08:00:00,10.0,7.4,1022.4,298.0
2022-01-14 09:00:00,10.2,7.0,1023.4,305.0
2022-01-14 10:00:00,9.6,6.9,1023.9,307.0
2022-01-14 11:00:00,9.1,6.8,1024.2,309.0
2022-01-14 12:00:00,8.7,6.5,1024.8,312.0
2022-01-14 13:00:00,7.2,6.1,1025.5,313.0
2022-01-14 14:00:00,6.2,5.4,1026.3,315.0
2022-01-14 15:00:00,4.6,4.2,1027.1,308.0
2022-01-14 16:00:00,3.6,3.2,1027.5,302.0
2022-01-14 17:00:00,3.8,2.7,1028.0,304.0
2022-01-14 18:00:00,2.8,1.6,1028.4,287.0
2022-01-14 19:00:00,2.7,0.8,1028.9,270.0
2022-01-14 20:00:00,2.6,-0.3,1028.8,277.0
2022-01-14 21:00:00,2.4,-0.5,1028.8,272.0
2022-01-14 22:00:00,2.7,-1.1,1028.8,277.0
2022-01-14 23:00:00,2.5,-1.6,1028.8,271.0
2022-01-15 00:00:00,2.2,-1.8,1028.6,272.0
2022-01-15 01:00:00,1.6,-1.7,1028.4,271.0
2022-01-15 02:00:00,1.2,-1.2,1028.2,278.0
2022-01-15 03:00:00,1.8,-1.9,1027.8,276.0
2022-01-15 04:00:00,2.1,-2.3,1027.7,280.0
2022-01-15 05:00:00,1.8,-2.3,1027.6,272.0
2022-01-15 06:00:00,1.4,-2.2,1027.5,268.0
2022-01-15 07:00:00,1.5,-2.0,1027.4,263.0
2022-01-15 08:00:00,0.8,-1.4,1027.4,251.0
2022-01-15 09:00:00,1.1,0.0,1027.2,248.0
2022-01-15 10:00:00,1.2,0.9,1027.1,240.0
2022-01-15 11:00:00,1.8,1.7,1027.0,236.0
2022-01-15 12:00:00,2.1,2.1,1026.5,226.0
2022-01-15 13:00:00,1.6,3.2,1026.1,254.0
2022-01-15 14:00:00,2.1,2.5,1025.6,249.0
2022-01-15 15:00:00,2.0,1.4,1025.3,239.0
2022-01-15 16:00:00,2.4,1.4,1025.0,237.0
2022-01-15 17:00:00,2.7,1.7,1024.6,235.0
2022-01-15 18:00:00,2.8,1.5,1024.4,230.0
2022-01-15 19:00:00,2.2,0.9,1023.3,225.0
2022-01-15 20:00:00,2.8,0.8,1023.0,219.0
2022-01-15 21:00:00,2.2,0.7,1022.7,214.0
2022-01-15 22:00:00,2.5,1.4,1022.0,216.0
2022-01-15 23:00:00,3.2,2.0,1021.0,221.0
2022-01-16 00:00:00,3.4,2.1,1020.4,223.0
2022-01-16 01:00:00,3.7,2.1,1019.5,226.0
2022-01-16 02:00:00,4.2,2.4,1018.1,226.0
2022-01-16 03:00:00,4.9,2.5,1017.5,225.0
2022-01-16 04:00:00,4.9,2.4,1016.5,228.0
2022-01-16 05:00:00,4.5,2.4,1016.1,246.0
2022-01-16 06:00:00,3.7,2.4,1015.1,237.0
2022-01-16 07:00:00,3.9,2.6,1015.0,243.0
2022-01-16 08:00:00,4.0,3.0,1014.5,240.0
2022-01-16 09:00:00,4.8,3.1,1013.6,238.0
2022-01-16 10:00:00,5.8,3.6,1013.2,246.0
2022-01-16 11:00:00,6.3,3.9,1012.6,258.0
2022-01-16 12:00:00,6.1,4.4,1012.1,260.0
2022-01-16 13:00:00,6.6,4.9,1011.6,262.0
2022-01-16 14:00:00,6.8,5.1,1011.0,257.0
2022-01-16 15:00:00,7.1,5.4,1010.9,259.0
2022-01-16 16:00:00,8.0,5.8,1010.7,264.0
2022-01-16 17:00:00,8.1,5.9,1010.6,271.0
2022-01-16 18:00:00,10.7,5.4,1011.1,289.0
2022-01-16 19:00:00,9.7,4.5,1011.4,287.0
2022-01-16 20:00:00,9.8,4.5,1011.2,285.0
2022-01-16 21:00:00,10.7,4.8,1010.5,279.0
2022-01-16 22:00:00,11.6,5.1,1009.7,274.0
2022-01-16 23:00:00,12.5,5.6,1009.0,278.0
2022-01-17 00:00:00,13.4,6.1,1007.9,274.0
2022-01-17 01:00:00,14.0,6.1,1007.3,276.0
2022-01-17 02:00:00,13.7,6.1,1006.5,279.0
2022-01-17 03:00:00,14.0,6.5,1005.9,285.0
2022-01-17 04:00:00,14.0,6.6,1006.4,301.0
2022-01-17 05:00:00,13.1,4.9,1008.4,312.0
2022-01-17 06:00:00,10.1,1.8,1010.9,325.0
2022-01-17 07:00:00,8.6,2.8,1012.8,334.0
2022-01-17 08:00:00,8.9,3.5,1014.6,338.0
2022-01-17 09:00:00,8.7,3.9,1016.2,332.0
2022-01-17 10:00:00,8.7,4.3,1017.8,326.0
2022-01-17 11:00:00,9.6,4.5,1019.2,323.0
2022-01-17 12:00:00,9.0,4.5,1020.3,324.0
2022-01-17 13:00:00,7.8,4.3,1021.4,319.0
2022-01-17 14:00:00,7.2,4.0,1022.6,316.0
2022-01-17 15:00:00,5.7,3.1,1023.9,310.0
2022-01-17 16:00:00,4.9,2.4,1024.9,307.0
2022-01-17 17:00:00,4.2,1.6,1025.8,301.0
2022-01-17 18:00:00,3.5,0.8,1026.4,296.0
2022-01-17 19:00:00,3.5,-0.2,1027.0,284.0
2022-01-17 20:00:00,3.2,-0.2,1028.0,273.0
2022-01-17 21:00:00,3.4,-0.5,1028.6,283.0
2022-01-17 22:00:00,3.0,-1.2,1028.8,285.0
2022-01-17 23:00:00,3.1,-1.0,1029.3,281.0
2022-01-18 00:00:00,2.7,-1.3,1029.7,282.0
2022-01-18 01:00:00,1.8,-1.1,1030.5,289.0
2022-01-18 02:00:00,1.6,-1.1,1030.9,288.0
2022-01-18 03:00:00,1.5,-1.7,1031.1,249.0
2022-01-18 04:00:00,1.4,-2.4,1031.4,268.0
2022-01-18 05:00:00,1.4,-1.8,1031.8,263.0
2022-01-18 06:00:00,2.5,-0.2,1031.9,272.0
2022-01-18 07:00:00,2.7,1.2,1032.2,279.0
2022-01-18 08:00:00,2.4,1.9,1032.3,274.0
2022-01-18 09:00:00,2.2,2.7,1032.4,245.0
2022-01-18 10:00:00,2.4,3.3,1032.5,231.0
2022-01-18 11:00:00,3.0,4.1,1032.3,235.0
2022-01-18 12:00:00,4.1,5.1,1032.0,257.0
2022-01-18 13:00:00,6.3,5.1,1031.6,270.0
2022-01-18 14:00:00,5.8,5.1,1031.2,272.0
2022-01-18 15:00:00,5.6,4.9,1030.8,273.0
2022-01-18 16:00:00,4.7,4.4,1030.3,274.0
2022-01-18 17:00:00,3.3,3.8,1029.9,262.0
2022-01-18 18:00:00,3.6,3.5,1029.5,263.0
2022-01-18 19:00:00,4.7,3.8,1029.4,263.0
2022-01-18 20:00:00,4.7,3.5,1028.8,254.0
2022-01-18 21:00:00,4.7,3.4,1028.4,251.0
2022-01-18 22:00:00,4.2,2.9,1027.9,241.0
2022-01-18 23:00:00,4.2,3.1,1027.4,248.0
2022-01-19 00:00:00,4.5,2.6,1026.8,243.0
2022-01-19 01:00:00,5.4,2.6,1026.1,241.0
2022-01-19 02:00:00,5.0,2.7,1025.3,241.0
2022-01-19 03:00:00,5.3,2.8,1024.3,248.0
2022-01-19 04:00:00,5.2,2.7,1022.8,238.0
2022-01-19 05:00:00,6.3,2.6,1021.5,238.0
2022-01-19 06:00:00,7.2,2.6,1020.2,236.0
2022-01-19 07:00:00,7.1,2.6,1019.2,234.0
2022-01-19 08:00:00,7.1,2.7,1018.3,230.0
2022-01-19 09:00:00,7.7,2.9,1017.4,230.0
2022-01-19 10:00:00,7.8,3.3,1016.3,237.0
2022-01-19 11:00:00,7.6,3.4,1014.6,233.0
2022-01-19 12:00:00,7.5,3.4,1012.8,229.0
2022-01-19 13:00:00,6.7,3.5,1011.1,225.0
2022-01-19 14:00:00,7.2,3.8,1009.0,222.0
2022-01-19 15:00:00,8.1,3.9,1007.2,226.0
2022-01-19 16:00:00,9.2,3.9,1005.4,226.0
2022-01-19 17:00:00,9.2,4.0,1003.5,228.0
2022-01-19 18:00:00,9.5,4.7,1002.1,245.0
2022-01-19 19:00:00,11.2,4.3,1002.3,284.0
2022-01-19 20:00:00,11.7,3.3,1002.7,291.0
2022-01-19 21:00:00,12.0,2.8,1003.2,297.0
2022-01-19 22:00:00,12.0,2.4,1003.7,300.0
2022-01-19 23:00:00,11.0,2.2,1003.6,301.0
2022-01-20 00:00:00,10.3,1.8,1003.5,302.0
2022-01-20 01:00:00,10.8,1.4,1004.2,308.0
2022-01-20 02:00:00,10.9,0.1,1005.1,315.0
2022-01-20 03:00:00,9.2,0.1,1005.7,311.0
2022-01-20 04:00:00,9.8,0.5,1006.3,309.0
2022-01-20 05:00:00,9.1,0.7,1006.9,309.0
2022-01-20 06:00:00,9.7,0.5,1007.7,318.0
2022-01-20 07:00:00,9.0,1.5,1009.1,338.0
2022-01-20 08:00:00,8.4,1.1,1010.1,322.0
2022-01-20 09:00:00,6.3,1.5,1010.7,313.0
2022-01-20 10:00:00,7.8,2.1,1011.2,310.0
2022-01-20 11:00:00,7.6,1.3,1012.1,327.0
2022-01-20 12:00:00,8.5,1.3,1012.7,335.0
2022-01-20 13:00:00,7.8,0.9,1013.3,344.0
2022-01-20 14:00:00,8.0,0.8,1014.2,338.0
2022-01-20 15:00:00,9.5,0.6,1014.9,337.0
2022-01-20 16:00:00,9.8,0.0,1016.0,339.0
2022-01-20 17:00:00,6.9,0.1,1016.9,332.0
2022-01-20 18:00:00,9.0,1.5,1017.6,337.0
2022-01-20 19:00:00,8.9,1.6,1018.3,328.0
2022-01-20 20:00:00,8.6,1.5,1019.0,325.0
2022-01-20 21:00:00,6.7,1.3,1019.6,320.0
2022-01-20 22:00:00,6.7,1.2,1020.2,320.0
2022-01-20 23:00:00,6.0,0.8,1020.7,311.0
2022-01-21 00:00:00,5.8,0.0,1021.0,307.0
2022-01-21 01:00:00,5.5,0.1,1021.4,306.0
2022-01-21 02:00:00,5.6,-0.1,1021.4,306.0
2022-01-21 03:00:00,4.9,-0.2,1021.4,304.0
2022-01-21 04:00:00,5.5,0.2,1021.4,307.0
2022-01-21 05:00:00,5.9,0.2,1021.8,308.0
2022-01-21 06:00:00,5.5,0.2,1022.1,308.0
2022-01-21 07:00:00,5.5,0.4,1022.6,307.0
2022-01-21 08:00:00,5.5,0.8,1022.9,308.0
2022-01-21 09:00:00,5.1,1.7,1022.9,303.0
2022-01-21 10:00:00,6.0,2.5,1022.9,299.0
2022-01-21 11:00:00,6.6,2.8,1022.5,288.0
2022-01-21 12:00:00,6.2,3.1,1022.1,292.0
2022-01-21 13:00:00,6.2,3.2,1021.5,286.0
2022-01-21 14:00:00,5.6,2.9,1021.1,283.0
2022-01-21 15:00:00,4.6,2.9,1020.9,275.0
2022-01-21 16:00:00,3.4,2.8,1020.6,277.0
2022-01-21 17:00:00,4.0,3.3,1020.4,288.0
2022-01-21 18:00:00,3.5,3.8,1020.5,311.0
2022-01-21 19:00:00,3.2,3.8,1021.0,322.0
2022-01-21 20:00:00,2.7,3.3,1021.6,327.0
2022-01-21 21:00:00,3.1,2.7,1022.1,335.0
2022-01-21 22:00:00,3.1,1.9,1022.8,338.0
2022-01-21 23:00:00,3.2,1.5,1023.3,340.0
2022-01-22 00:00:00,3.1,0.8,1023.6,343.0
2022-01-22 01:00:00,2.0,0.0,1024.4,343.0
2022-01-22 02:00:00,2.0,-0.3,1024.9,337.0
2022-01-22 03:00:00,1.9,-0.8,1025.4,358.0
2022-01-22 04:00:00,0.8,-0.7,1025.8,18.0
2022-01-22 05:00:00,0.9,-1.1,1026.3,330.0
2022-01-22 06:00:00,0.5,-0.9,1026.6,8.0
2022-01-22 07:00:00,0.4,-1.3,1027.1,184.0
2022-01-22 08:00:00,0.4,-1.0,1027.3,1.0
2022-01-22 09:00:00,1.2,0.2,1027.6,171.0
2022-01-22 10:00:00,2.1,1.1,1027.8,196.0
2022-01-22 11:00:00,2.6,2.0,1027.6,192.0
2022-01-22 12:00:00,2.6,2.4,1027.5,199.0
2022-01-22 13:00:00,2.4,2.4,1027.4,213.0
2022-01-22 14:00:00,2.7,2.4,1027.1,221.0
2022-01-22 15:00:00,2.2,1.9,1026.9,216.0
2022-01-22 16:00:00,2.2,2.0,1026.9,221.0
2022-01-22 17:00:00,1.9,2.1,1027.0,223.0
2022-01-22 18:00:00,1.6,2.4,1026.9,225.0
2022-01-22 19:00:00,1.4,2.9,1027.1,249.0
2022-01-22 20:00:00,1.9,3.3,1027.2,251.0
2022-01-22 21:00:00,2.0,3.6,1027.4,263.0
2022-01-22 22:00:00,2.3,3.6,1027.2,285.0
2022-01-22 23:00:00,2.7,3.8,1027.7,293.0
2022-01-23 00:00:00,3.0,4.0,1027.7,298.0
2022-01-23 01:00:00,3.3,4.2,1028.1,306.0
2022-01-23 02:00:00,3.3,4.4,1028.2,299.0
2022-01-23 03:00:00,3.7,4.4,1028.5,310.0
2022-01-23 04:00:00,4.0,4.2,1028.8,308.0
2022-01-23 05:00:00,3.3,4.2,1029.0,311.0
2022-01-23 06:00:00,3.1,4.5,1029.3,314.0
2022-01-23 07:00:00,3.5,4.9,1029.9,309.0
2022-01-23 08:00:00,3.9,5.3,1030.4,309.0
2022-01-23 09:00:00,5.0,5.6,1030.7,308.0
2022-01-23 10:00:00,5.3,5.8,1030.9,310.0
2022-01-23 11:00:00,4.5,6.1,1031.0,310.0
2022-01-23 12:00:00,3.7,6.3,1031.0,303.0
2022-01-23 13:00:00,2.5,6.8,1030.9,290.0
2022-01-23 14:00:00,2.5,6.9,1031.1,267.0
2022-01-23 15:00:00,4.0,6.4,1031.4,261.0
2022-01-23 16:00:00,2.7,6.2,1031.4,249.0
2022-01-23 17:00:00,3.2,6.3,1031.3,250.0
2022-01-23 18:00:00,4.6,6.6,1031.4,271.0
2022-01-23 19:00:00,4.6,6.5,1031.5,277.0
2022-01-23 20:00:00,5.5,6.1,1031.4,287.0
2022-01-23 21:00:00,6.1,5.6,1031.7,288.0
2022-01-23 22:00:00,4.7,5.4,1031.7,288.0
2022-01-23 23:00:00,4.4,5.4,1031.8,285.0
2022-01-24 00:00:00,3.5,5.5,1031.7,271.0
2022-01-24 01:00:00,2.7,5.5,1031.5,264.0
2022-01-24 02:00:00,3.7,5.6,1031.5,263.0
2022-01-24 03:00:00,4.0,5.7,1031.2,260.0
2022-01-24 04:00:00,4.8,5.7,1031.2,263.0
2022-01-24 05:00:00,4.1,5.4,1031.2,260.0
2022-01-24 06:00:00,4.9,5.1,1031.2,266.0
2022-01-24 07:00:00,4.4,4.9,1031.3,266.0
2022-01-24 08:00:00,4.9,4.9,1031.2,267.0
2022-01-24 09:00:00,5.3,4.9,1030.9,269.0
2022-01-24 10:00:00,5.7,5.1,1030.8,275.0
2022-01-24 11:00:00,6.2,5.1,1030.5,273.0
2022-01-24 12:00:00,5.9,5.1,1030.2,271.0
2022-01-24 13:00:00,6.3,5.1,1030.2,278.0
2022-01-24 14:00:00,5.9,4.9,1030.1,279.0
2022-01-24 15:00:00,5.9,4.7,1030.1,282.0
2022-01-24 16:00:00,5.3,4.5,1029.7,268.0
2022-01-24 17:00:00,4.8,4.6,1029.6,257.0
2022-01-24 18:00:00,4.9,4.6,1029.9,263.0
2022-01-24 19:00:00,4.6,4.6,1030.0,267.0
2022-01-24 20:00:00,5.3,4.6,1029.8,266.0
2022-01-24 21:00:00,5.6,4.7,1029.7,271.0
2022-01-24 22:00:00,5.3,4.7,1029.3,268.0
2022-01-24 23:00:00,5.6,4.8,1029.0,267.0
2022-01-25 00:00:00,6.2,4.9,1028.6,265.0
2022-01-25 01:00:00,6.6,5.1,1028.4,271.0
2022-01-25 02:00:00,6.3,5.3,1028.6,282.0
2022-01-25 03:00:00,5.9,5.3,1028.3,285.0
2022-01-25 04:00:00,5.9,5.4,1027.9,287.0
2022-01-25 05:00:00,5.6,5.4,1027.6,286.0
2022-01-25 06:00:00,5.7,5.6,1027.5,288.0
2022-01-25 07:00:00,5.7,5.6,1027.6,290.0
2022-01-25 08:00:00,5.4,5.5,1028.0,297.0
2022-01-25 09:00:00,5.3,5.7,1028.4,301.0
2022-01-25 10:00:00,5.9,6.2,1028.4,301.0
2022-01-25 11:00:00,5.8,6.3,1028.1,309.0
2022-01-25 12:00:00,6.1,5.8,1027.7,306.0
2022-01-25 13:00:00,5.2,5.9,1027.5,304.0
2022-01-25 14:00:00,4.0,5.5,1027.5,302.0
2022-01-25 15:00:00,2.7,4.1,1027.6,294.0
2022-01-25 16:00:00,2.5,2.8,1027.5,284.0
2022-01-25 17:00:00,2.3,2.6,1027.5,275.0
2022-01-25 18:00:00,2.6,3.4,1027.3,271.0
2022-01-25 19:00:00,2.7,4.8,1027.1,273.0
2022-01-25 20:00:00,3.5,5.2,1026.7,272.0
2022-01-25 21:00:00,4.5,5.5,1026.3,273.0
2022-01-25 22:00:00,4.7,5.5,1025.9,269.0
2022-01-25 23:00:00,4.9,5.5,1025.6,265.0
2022-01-26 00:00:00,5.3,5.5,1025.2,264.0
2022-01-26 01:00:00,4.7,5.5,1024.8,268.0
2022-01-26 02:00:00,5.8,5.4,1024.2,271.0
2022-01-26 03:00:00,6.7,5.0,1023.6,271.0
2022-01-26 04:00:00,7.0,4.4,1023.3,270.0
2022-01-26 05:00:00,7.3,4.1,1022.4,268.0
2022-01-26 06:00:00,7.3,4.2,1021.9,270.0
2022-01-26 07:00:00,7.1,4.0,1021.7,269.0
2022-01-26 08:00:00,6.8,4.0,1021.7,265.0
2022-01-26 09:00:00,7.2,4.2,1021.4,262.0
2022-01-26 10:00:00,7.7,4.5,1020.7,261.0
2022-01-26 11:00:00,7.8,4.8,1019.7,260.0
2022-01-26 12:00:00,7.8,5.3,1019.2,264.0
2022-01-26 13:00:00,8.3,5.7,1018.3,262.0
2022-01-26 14:00:00,8.8,5.8,1017.7,265.0
2022-01-26 15:00:00,8.7,5.9,1017.7,272.0
2022-01-26 16:00:00,8.1,5.7,1017.5,269.0
2022-01-26 17:00:00,6.9,5.8,1017.4,263.0
2022-01-26 18:00:00,6.3,5.7,1017.1,261.0
2022-01-26 19:00:00,6.1,5.6,1016.9,260.0
2022-01-26 20:00:00,6.0,5.7,1016.3,254.0
2022-01-26 21:00:00,6.2,5.8,1015.4,247.0
2022-01-26 22:00:00,7.1,5.9,1014.3,251.0
2022-01-26 23:00:00,7.0,5.9,1013.2,253.0
2022-01-27 00:00:00,7.4,6.1,1011.8,248.0
2022-01-27 01:00:00,8.4,6.0,1010.2,250.0
2022-01-27 02:00:00,8.7,5.7,1008.8,248.0
2022-01-27 03:00:00,9.3,5.9,1007.6,251.0
2022-01-27 04:00:00,8.8,6.0,1006.4,251.0
2022-01-27 05:00:00,8.5,6.1,1005.5,251.0
2022-01-27 06:00:00,8.1,6.3,1004.7,250.0
2022-01-27 07:00:00,8.1,6.7,1004.0,252.0
2022-01-27 08:00:00,9.1,7.2,1003.2,257.0
2022-01-27 09:00:00,11.6,7.4,1002.7,268.0
2022-01-27 10:00:00,12.6,7.5,1002.6,272.0
2022-01-27 11:00:00,12.2,7.2,1002.4,272.0
2022-01-27 12:00:00,11.1,6.4,1002.0,278.0
2022-01-27 13:00:00,12.9,6.3,1001.6,279.0
2022-01-27 14:00:00,12.1,6.2,1001.2,274.0
2022-01-27 15:00:00,12.2,5.8,1000.8,271.0
2022-01-27 16:00:00,12.6,5.5,1000.7,274.0
2022-01-27 17:00:00,12.5,5.5,1000.6,280.0
2022-01-27 18:00:00,13.1,4.7,1000.4,287.0
2022-01-27 19:00:00,13.1,4.4,1001.4,297.0
2022-01-27 20:00:00,11.8,4.6,1002.4,296.0
2022-01-27 21:00:00,11.7,4.9,1003.6,302.0
2022-01-27 22:00:00,10.4,4.7,1005.0,305.0
2022-01-27 23:00:00,9.6,4.5,1006.3,305.0
2022-01-28 00:00:00,9.3,4.4,1007.6,305.0
2022-01-28 01:00:00,8.5,4.4,1009.3,308.0
2022-01-28 02:00:00,8.1,4.3,1011.2,308.0
2022-01-28 03:00:00,8.0,4.2,1013.0,313.0
2022-01-28 04:00:00,7.2,4.0,1014.6,314.0
2022-01-28 05:00:00,7.5,4.2,1016.5,324.0
2022-01-28 06:00:00,6.3,3.9,1018.4,330.0
2022-01-28 07:00:00,5.9,3.9,1020.2,332.0
2022-01-28 08:00:00,6.2,4.4,1021.9,334.0
2022-01-28 09:00:00,7.3,4.9,1023.2,340.0
2022-01-28 10:00:00,7.6,5.1,1024.0,344.0
2022-01-28 11:00:00,7.5,5.2,1024.6,336.0
2022-01-28 12:00:00,6.6,5.3,1024.9,327.0
2022-01-28 13:00:00,5.1,5.2,1025.4,321.0
2022-01-28 14:00:00,3.2,4.5,1025.7,302.0
2022-01-28 15:00:00,2.6,2.6,1025.9,267.0
2022-01-28 16:00:00,2.3,1.7,1025.8,261.0
2022-01-28 17:00:00,2.6,1.4,1025.3,246.0
2022-01-28 18:00:00,3.4,1.7,1024.8,246.0
2022-01-28 19:00:00,3.4,2.1,1024.3,247.0
2022-01-28 20:00:00,3.7,2.5,1023.8,244.0
2022-01-28 21:00:00,3.9,2.9,1022.6,239.0
2022-01-28 22:00:00,4.3,3.0,1021.4,232.0
2022-01-28 23:00:00,4.4,3.0,1019.8,226.0
2022-01-29 00:00:00,5.0,3.3,1018.3,219.0
2022-01-29 01:00:00,6.2,3.5,1016.7,220.0
2022-01-29 02:00:00,6.9,3.7,1014.4,217.0
2022-01-29 03:00:00,7.2,3.9,1012.2,217.0
2022-01-29 04:00:00,7.7,4.3,1010.5,222.0
2022-01-29 05:00:00,6.7,4.9,1008.8,229.0
2022-01-29 06:00:00,6.5,5.8,1007.2,241.0
2022-01-29 07:00:00,7.4,6.6,1006.1,252.0
2022-01-29 08:00:00,8.1,7.0,1005.1,256.0
2022-01-29 09:00:00,8.8,7.4,1004.2,258.0
2022-01-29 10:00:00,8.9,7.6,1003.0,253.0
2022-01-29 11:00:00,9.5,7.8,1001.5,251.0
2022-01-29 12:00:00,9.2,8.0,999.6,250.0
2022-01-29 13:00:00,10.3,8.3,997.0,250.0
2022-01-29 14:00:00,11.4,8.3,994.8,254.0
2022-01-29 15:00:00,12.7,8.3,993.0,258.0
2022-01-29 16:00:00,13.2,8.2,991.6,264.0
2022-01-29 17:00:00,15.4,7.8,991.1,270.0
2022-01-29 18:00:00,16.6,6.8,992.5,285.0
2022-01-29 19:00:00,15.9,6.2,993.3,285.0
2022-01-29 20:00:00,15.7,6.0,993.8,285.0
2022-01-29 21:00:00,16.1,5.9,994.3,285.0
2022-01-29 22:00:00,16.4,5.5,994.2,285.0
2022-01-29 23:00:00,16.7,5.1,993.5,285.0
2022-01-30 00:00:00,17.4,5.2,993.6,292.0
2022-01-30 01:00:00,15.4,5.2,994.1,291.0
2022-01-30 02:00:00,16.2,5.7,994.7,298.0
2022-01-30 03:00:00,15.6,5.8,995.7,302.0
2022-01-30 04:00:00,14.6,5.6,997.2,305.0
2022-01-30 05:00:00,13.9,5.5,999.1,305.0
2022-01-30 06:00:00,13.3,5.4,1001.5,305.0
2022-01-30 07:00:00,12.7,5.3,1003.7,306.0
2022-01-30 08:00:00,11.8,5.7,1005.9,308.0
2022-01-30 09:00:00,11.6,6.2,1007.5,311.0
2022-01-30 10:00:00,12.6,6.7,1009.0,315.0
2022-01-30 11:00:00,11.8,6.7,1010.3,314.0
2022-01-30 12:00:00,11.4,6.5,1011.1,314.0
2022-01-30 13:00:00,10.8,6.1,1011.9,314.0
2022-01-30 14:00:00,9.9,5.4,1012.9,314.0
2022-01-30 15:00:00,7.9,4.5,1013.5,315.0
2022-01-30 16:00:00,7.0,3.8,1014.0,309.0
2022-01-30 17:00:00,6.5,3.3,1014.1,309.0
2022-01-30 18:00:00,5.5,2.7,1014.2,305.0
2022-01-30 19:00:00,4.7,2.1,1013.9,297.0
2022-01-30 20:00:00,4.1,1.6,1013.5,287.0
2022-01-30 21:00:00,3.9,1.1,1013.1,282.0
2022-01-30 22:00:00,2.9,0.7,1012.3,269.0
2022-01-30 23:00:00,1.7,0.1,1011.4,263.0
2022-01-31 00:00:00,0.9,0.0,1010.4,255.0
2022-01-31 01:00:00,0.5,0.0,1009.0,220.0
2022-01-31 02:00:00,1.2,-0.2,1007.7,221.0
2022-01-31 03:00:00,0.5,0.1,1006.8,192.0
2022-01-31 04:00:00,0.9,0.1,1005.6,165.0
2022-01-31 05:00:00,1.2,0.1,1004.6,128.0
2022-01-31 06:00:00,1.2,0.2,1004.1,84.0
2022-01-31 07:00:00,1.4,0.5,1004.1,80.0
2022-01-31 08:00:00,1.5,0.8,1004.2,81.0
2022-01-31 09:00:00,1.3,1.2,1004.5,88.0
2022-01-31 10:00:00,1.2,2.1,1004.6,107.0
2022-01-31 11:00:00,0.4,2.5,1005.1,5.0
2022-01-31 12:00:00,0.6,2.7,1005.5,20.0
2022-01-31 13:00:00,2.1,2.5,1006.2,352.0
2022-01-31 14:00:00,2.3,2.1,1006.8,351.0
2022-01-31 15:00:00,2.6,1.6,1007.4,345.0
2022-01-31 16:00:00,2.9,0.9,1007.9,340.0
2022-01-31 17:00:00,2.8,0.1,1008.6,344.0
2022-01-31 18:00:00,1.6,-0.5,1009.0,327.0
2022-01-31 19:00:00,1.7,-0.9,1009.7,277.0
2022-01-31 20:00:00,1.6,-1.6,1009.7,266.0
2022-01-31 21:00:00,1.9,-1.9,1009.5,268.0
2022-01-31 22:00:00,1.6,-2.2,1009.1,254.0
2022-01-31 23:00:00,1.8,-1.8,1009.2,254.0
2022-02-01 00:00:00,2.3,-0.8,1008.5,246.0
2022-02-01 01:00:00,3.2,0.2,1007.6,245.0
